Brand,Name,Status,Guarantee,Color,Capacity,Origin,Location,Price
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,64 GB,Đang cập nhật,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",1.400.000
Nokia phổ thông,105,Mới,>12 tháng,Đen,Việt Nam,In trên bao bì,"Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",600.000
Apple,iPhone 11,Mới,Còn bảo hành,Trắng,128 GB,Việt Nam,Đường Cách Mạng Tháng 8,5.850.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,256 GB,Đang cập nhật,"Thị trấn Thường Tín, Huyện Thường Tín, Hà Nội",4.050.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh lá,256 GB,Đang cập nhật,"Phường An Phú, Thành phố Thuận An, Bình Dương",8.000.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh lá,256 GB,Đang cập nhật,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",6.500.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,256 GB,Mỹ,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",4.500.000
Xiaomi,Redmi 13C,Mới,Còn bảo hành,Đen,128 GB,Việt Nam,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",2.250.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,64 GB,Nhật Bản,Đường Lê Văn Quới,3.600.000
Samsung,Galaxy S23 Ultra,Mới,>12 tháng,Đen,256 GB,Việt Nam,"Phường 6, Quận 6, Tp Hồ Chí Minh",20.450.000
Apple,iPhone 15 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xám,256 GB,Việt Nam,"Phường 9, Quận 6, Tp Hồ Chí Minh",21.500.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Tím,256 GB,Hàn Quốc,186 Cầu Diễm,21.000.000
Samsung,Galaxy S21,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,256 GB,Hàn Quốc,"Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",4.000.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",3.000.000
Samsung,Galaxy S20 Plus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,128 GB,Việt Nam,Đường số 36,3.500.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",7.500.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng,64 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",4.500.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,64 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",6.000.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,256 GB,Đang cập nhật,"Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",12.500.000
Samsung,Galaxy S20,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Việt Nam,"Phường 7, Thành phố Sóc Trăng, Sóc Trăng",1.500.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),3 tháng,Vàng,128 GB,Việt Nam,"Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",12.800.000
Google,Pixel 6 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Mỹ,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",6.950.000
Samsung,Galaxy M31,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,128 GB,Việt Nam,Đường số 36,1.900.000
Samsung,Galaxy S22 Ultra,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Hồng,256 GB,Mỹ,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",8.500.000
Samsung,Galaxy S22 Ultra,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Hồng,256 GB,Mỹ,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",9.000.000
Samsung,Galaxy S22 Ultra,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Hồng,256 GB,Mỹ,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",9.000.000
Samsung,Dòng khác,Mới,Còn bảo hành,Tím,128 GB,Việt Nam,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",8.200.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,256 GB,Đang cập nhật,"Xã Long Đức, Thành phố Trà Vinh, Trà Vinh",3.500.000
Samsung,Galaxy S22 Ultra,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Hồng,256 GB,Mỹ,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",9.000.000
Samsung,Dòng khác,Mới,Còn bảo hành,Tím,128 GB,Việt Nam,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",8.200.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,256 GB,Đang cập nhật,"Xã Long Đức, Thành phố Trà Vinh, Trà Vinh",3.500.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Đang cập nhật,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",11.500.000
Apple,iPhone 12,Đã sử dụng (chưa sửa chữa),3 tháng,Xanh dương,64 GB,Việt Nam,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",6.900.000
Apple,iPhone 11 Pro,Đã sử dụng (qua sửa chữa),Hết bảo hành,Xanh dương,64 GB,Đang cập nhật,ngõ 7 ngô quyền phường đông kinh thành phố lạng sơn,4.000.000
Huawei,Mate 20X,Đã sử dụng (chưa sửa chữa),1 tháng,Tím,128 GB,Trung Quốc,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",4.200.000
Realme,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xám,128 GB,Đang cập nhật,"Xã Phú Chánh, Thị xã Tân Uyên, Bình Dương",1.650.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Đang cập nhật,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",14.000.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Vàng,64 GB,Đang cập nhật,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",4.900.000
Vivo,V30,Đã sử dụng (chưa sửa chữa),7-12 tháng,Màu khác,512 GB,Việt Nam,"Phường 9, Quận 6, Tp Hồ Chí Minh",7.900.000
Apple,iPhone 14,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,Quốc tế,In trên bao bì,"Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",11.550.000
Samsung,Galaxy A51,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,128 GB,Việt Nam,Đường số 36,2.000.000
Apple,iPhone 11 Pro,Đã sử dụng (chưa sửa chữa),3 tháng,Xanh lá,256 GB,Mỹ,"Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",6.800.000
Samsung,Galaxy Z Fold5,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,512 GB,Việt Nam,"Phường 13, Quận 10, Tp Hồ Chí Minh",18.000.000
Apple,iPhone XR,Đã sử dụng (chưa sửa chữa),>12 tháng,Vàng,64 GB,Mỹ,"Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",4.800.000
Samsung,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng hồng,256 GB,Việt Nam,"Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",1.500.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh lá,256 GB,Đang cập nhật,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",2.800.000
Apple,iPhone 6S plus,Đã sử dụng (qua sửa chữa),Hết bảo hành,Bạc,64 GB,Mỹ,"Phường Việt Hoà, Thành phố Hải Dương, Hải Dương",1.000.000
Apple,iPhone 6 plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,64 GB,Việt Nam,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",950.000
Apple,iPhone 6 plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,64 GB,Việt Nam,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",950.000
Apple,Dòng khác,Mới,>12 tháng,Vàng,256 GB,Nước khác,293 ĐƯỜNG BA THÁNG HAI,32.890.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,128 GB,Đang cập nhật,"Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh",8.300.000
Samsung,Galaxy S22 Plus,Đã sử dụng (chưa sửa chữa),3 tháng,Đen,128 GB,Mỹ,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",6.500.000
Apple,iPhone 6S plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Hồng,64 GB,Đang cập nhật,304/2 Tan Ky Tan Quy,1.100.000
Samsung,Galaxy A32,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,128 GB,Nước khác,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",2.250.000
Samsung,Galaxy A11,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,32 GB,Việt Nam,"Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",900.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Đen,128 GB,Đang cập nhật,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",14.500.000
Samsung,Galaxy A55,Mới,>12 tháng,Bạc,128 GB,Việt Nam,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",8.400.000
Samsung,Dòng khác,Mới,>12 tháng,Xanh dương,128 GB,Việt Nam,"Phường 6, Quận 6, Tp Hồ Chí Minh",14.650.000
Apple,iPhone 13 Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,256 GB,Hàn Quốc,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",7.500.000
Vsmart,Active 3,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",550.000
Samsung,Galaxy S10 Lite,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Việt Nam,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.800.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),3 tháng,Đen,64 GB,Mỹ,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",6.500.000
Xiaomi,12s Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,128 GB,Nước khác,In trên bao bì,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",6.200.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Màu khác,256 GB,Mỹ,"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",22.900.000
Apple,iPhone 12 Pro Max,Mới,1 tháng,Vàng,128 GB,Mỹ,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",5.700.000
Motorola,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,Đang cập nhật,In trên bao bì,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",6.750.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),4-6 tháng,Vàng,128 GB,Mỹ,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",12.500.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Trắng,64 GB,Trung Quốc,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",2.880.000
Samsung,Galaxy S23 Ultra,Đã sử dụng (chưa sửa chữa),>12 tháng,Xanh lá,256 GB,Việt Nam,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",17.490.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Trắng,128 GB,Đang cập nhật,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",3.299.999
Samsung,Galaxy S10E,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Bạc,128 GB,Việt Nam,"Phường Thới Bình, Quận Ninh Kiều, Cần Thơ",1.950.000
Samsung,Galaxy Note 20 Ultra,Đã sử dụng (chưa sửa chữa),3 tháng,Vàng hồng,128 GB,Hàn Quốc,"Xã Long Đức, Thành phố Trà Vinh, Trà Vinh",8.000.000
Apple,iPhone 13 Pro Max,Mới,3 tháng,Vàng,128 GB,Mỹ,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",10.900.000
Vivo,X80,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,256 GB,Trung Quốc,"Phường 10, Thành phố Mỹ Tho, Tiền Giang",6.500.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Tím,128 GB,Việt Nam,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",13.600.000
Apple,iPhone X,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,64 GB,Đang cập nhật,"Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",1.590.000
Apple,iPhone 13 Pro Max,Mới,3 tháng,Xanh dương,128 GB,Mỹ,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",13.500.000
Oppo,Dòng khác,Đã sử dụng (chưa sửa chữa),7-12 tháng,Tím,512 GB,Đang cập nhật,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",10.000.000
Apple,iPhone XS Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Vàng hồng,64 GB,Mỹ,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",6.000.000
Oppo,Find X3,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.250.000
Oppo,A78,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,128 GB,Trung Quốc,"Phường 9, Quận 10, Tp Hồ Chí Minh",1.990.000
Apple,iPhone 6,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",400.000
Apple,iPhone 15 Pro,Mới,7-12 tháng,128 GB,Mỹ,Khoá mạng (lock),Đường Nguyễn Hoàng,15.990.000
Xiaomi,Redmi Turbo 3,Mới,Hết bảo hành,Xanh lá,256 GB,Nước khác,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",4.990.000
Oppo,A76,Mới,Còn bảo hành,Xanh dương,128 GB,Việt Nam,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",2.650.000
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),3 tháng,Xanh dương,256 GB,Đang cập nhật,"Phường An Phú, Quận Ninh Kiều, Cần Thơ",15.990.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Việt Nam,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",10.200.000
Samsung,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,32 GB,Hàn Quốc,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",1.590.000
Oppo,A76,Mới,Còn bảo hành,Xanh dương,128 GB,Việt Nam,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",2.650.000
Vivo,Dòng khác,Đã sử dụng (chưa sửa chữa),3 tháng,Xanh dương,256 GB,Đang cập nhật,"Phường An Phú, Quận Ninh Kiều, Cần Thơ",15.990.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh dương,128 GB,Việt Nam,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",10.200.000
Samsung,Dòng khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Màu khác,32 GB,Hàn Quốc,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",1.590.000
Samsung,Galaxy S22 Ultra,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,256 GB,Đang cập nhật,"Phường 3, Quận 8, Tp Hồ Chí Minh",8.599.000
Oppo,Reno3,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Trung Quốc,"Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh",1.650.000
Samsung,Galaxy A04e,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,32 GB,Việt Nam,Hẻm Đối Diện 181 Đường TX 14,1.200.000
Nokia thông minh,C31,Mới,Hết bảo hành,Bạc,128 GB,Việt Nam,"Phường 1, Quận 10, Tp Hồ Chí Minh",1.200.000
Apple,iPhone 14 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Vàng,128 GB,Việt Nam,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",14.900.000
Apple,iPhone 13 Mini,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,256 GB,Đang cập nhật,"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",7.400.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,256 GB,Đang cập nhật,Khoá mạng (lock),"Phường Mộ Lao, Quận Hà Đông, Hà Nội",18.800.000
Apple,iPhone XS Max,Đã sử dụng (qua sửa chữa),Bảo hành hãng,Đen,256 GB,Đang cập nhật,"Phường 5, Quận 3, Tp Hồ Chí Minh",4.800.000
Realme,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,64 GB,Việt Nam,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",1.250.000
Samsung,Galaxy S21,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Mỹ,"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",4.600.000
Hãng khác,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Màu khác,64 GB,Đang cập nhật,"Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",1.190.000
Apple,iPhone SE,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đỏ,128 GB,Mỹ,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",2.900.000
Samsung,Galaxy S21,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xám,128 GB,Việt Nam,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",1.790.000
Apple,iPhone 7 plus,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,128 GB,Mỹ,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",750.000
Apple,iPhone XR,Đã sử dụng (qua sửa chữa),Hết bảo hành,Trắng,64 GB,Mỹ,"Thị trấn Dầu Giây, Huyện Thống Nhất, Đồng Nai",3.600.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,64 GB,Đang cập nhật,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",5.200.000
Apple,iPhone XR,Đã sử dụng (qua sửa chữa),Hết bảo hành,Trắng,64 GB,Mỹ,"Thị trấn Dầu Giây, Huyện Thống Nhất, Đồng Nai",3.600.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,64 GB,Đang cập nhật,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",5.200.000
Apple,iPhone 11 Pro Max,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Đen,64 GB,Mỹ,"Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",6.500.000
Samsung,Galaxy A20,Đã sử dụng (chưa sửa chữa),1 tháng,Đen,32 GB,Việt Nam,"Phường Xuân La, Quận Tây Hồ, Hà Nội",850.000
Apple,iPhone 13 Pro Max,Đã sử dụng (chưa sửa chữa),1 tháng,Xanh dương,128 GB,Nước khác,"Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",10.990.000
Apple,iPhone 6S,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Bạc,64 GB,Đang cập nhật,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",489.000
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Hết bảo hành,Xanh lá,128 GB,Mỹ,"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",4.999.999
Apple,iPhone 11,Đã sử dụng (chưa sửa chữa),Hết bảo hành,64 GB,Đang cập nhật,Khoá mạng (lock),ngõ 455 Hà Huy Tập,3.000.000
Apple,iPhone 12 Pro Max,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,128 GB,Đang cập nhật,Quốc tế,"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",9.999.999
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xám,256 GB,Việt Nam,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",21.000.000
Xiaomi,POCO F5 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,256 GB,Trung Quốc,"Phường Tân Mai, Quận Hoàng Mai, Hà Nội",4.500.000
Apple,iPhone 6S,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,16 GB,Đang cập nhật,"Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",750.000
Xiaomi,Redmi Note 9 Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Việt Nam,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",2.400.000
Apple,iPhone 15 Pro Max,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xám,256 GB,Việt Nam,"Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh",23.500.000
Oppo,A76,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen bóng - Jet black,128 GB,Đang cập nhật,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",2.490.000
OnePlus,8,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,256 GB,Đang cập nhật,In trên bao bì,"Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",3.800.000
Apple,iPhone 6,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Đang cập nhật,"Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",350.000
Samsung,Galaxy S21 Plus,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đen,128 GB,Việt Nam,"Phường Thượng Thanh, Quận Long Biên, Hà Nội",4.700.000
Samsung,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Đang cập nhật,In trên bao bì,,"Xã Đa Phước, Huyện Bình Chánh, Tp Hồ Chí Minh",1.234.000
Xiaomi,Dòng khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,Trắng,128 GB,Đang cập nhật,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",3.200.000
Apple,iPhone 12 Pro,Đã sử dụng (qua sửa chữa),Bảo hành hãng,Xanh dương,128 GB,Đang cập nhật,"Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",6.500.000
Samsung,Galaxy Z Flip4,Đã sử dụng (chưa sửa chữa),2 tháng,Tím,256 GB,Việt Nam,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",2.450.000
Huawei,Y9 Prime,Đã sử dụng (chưa sửa chữa),Còn bảo hành,Xanh dương,128 GB,Việt Nam,"địa chỉ xe máy trực tiếp
87 đường số 16 phường Bình Hưng Hòa quận Bình Tân thành phố Hồ Chí Minh",1.200.000
Asus,ROG Phone 2,Đã sử dụng (chưa sửa chữa),3 tháng,Xám,128 GB,Trung Quốc,"Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.600.000
Xiaomi,Dòng khác,Mới,>12 tháng,Xám,256 GB,Trung Quốc,"Xã Hố Nai 3, Huyện Trảng Bom, Đồng Nai",13.000.000
