Brand,Name,Status,Guarantee,Color,Capacity,Origin,Location,Price
oppo,reno11 f,da su dung chua sua chua,con bao hanh,mau khac,256.0,dang cap nhat,tp ho chi minh,5990000
apple,iphone x,da su dung chua sua chua,het bao hanh,bac,64.0,my,tp ho chi minh,2800000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,xanh duong,256.0,my,ha noi,7350000
samsung,galaxy s9,da su dung chua sua chua,het bao hanh,vang,64.0,han quoc,da nang,2700000
oppo,reno z,da su dung chua sua chua,het bao hanh,trang,128.0,trung quoc,can tho,1990000
apple,iphone 13 pro max,da su dung chua sua chua,het bao hanh,xanh la,128.0,viet nam,tien giang,10700000
apple,iphone 11 pro,moi,2 thang,den,256.0,my,tp ho chi minh,6700000
samsung,galaxy s22 plus,da su dung chua sua chua,1 thang,mau khac,128.0,my,ha noi,7100000
apple,iphone 6s plus,da su dung chua sua chua,het bao hanh,vang hong,16.0,my,tp ho chi minh,699000
apple,iphone x,da su dung chua sua chua,con bao hanh,trang,64.0,dang cap nhat,da nang,2000000
samsung,galaxy a31,da su dung chua sua chua,1 thang,trang,128.0,dang cap nhat,ha noi,1650000
apple,iphone 11,da su dung chua sua chua,bao hanh hang,den,64.0,viet nam,ha noi,5400000
apple,iphone 11 pro,moi,bao hanh hang,xanh duong,256.0,my,tp ho chi minh,4500000
xiaomi,redmi note 11 pro,da su dung chua sua chua,2 thang,xam,128.0,viet nam,tp ho chi minh,2950000
xiaomi,dong khac,da su dung chua sua chua,bao hanh hang,xanh duong,128.0,dang cap nhat,tp ho chi minh,2200000
samsung,galaxy s20,da su dung chua sua chua,bao hanh hang,den,128.0,dang cap nhat,tp ho chi minh,3000000
apple,iphone xs max,da su dung chua sua chua,4-6 thang,vang,64.0,dang cap nhat,tp ho chi minh,3580000
samsung,galaxy s24 ultra,da su dung chua sua chua,>12 thang,xanh duong,256.0,viet nam,tp ho chi minh,22500000
apple,iphone 11,da su dung chua sua chua,4-6 thang,trang,64.0,dang cap nhat,tp ho chi minh,4180000
samsung,galaxy s22,da su dung chua sua chua,het bao hanh,den,256.0,han quoc,ha noi,3500000
samsung,galaxy s22,da su dung chua sua chua,het bao hanh,den,256.0,han quoc,ha noi,3500000
apple,iphone 6s plus,da su dung chua sua chua,het bao hanh,vang,32.0,viet nam,long an,1350000
apple,iphone 15,da su dung chua sua chua,7-12 thang,hong,128.0,viet nam,dong nai,16600000
samsung,galaxy z flip5,da su dung chua sua chua,7-12 thang,mau khac,256.0,han quoc,tp ho chi minh,10500000
oppo,reno2 z,moi,1 thang,trang,256.0,viet nam,thanh hoa,19500
samsung,galaxy note 20 ultra,da su dung chua sua chua,het bao hanh,den,256.0,dang cap nhat,can tho,2400000
oppo,dong khac,moi,het bao hanh,bac,128.0,trung quoc,binh duong,1600000
apple,iphone 14 pro,da su dung chua sua chua,het bao hanh,mau khac,128.0,han quoc,ha noi,15900000
samsung,galaxy s21 fe,da su dung chua sua chua,het bao hanh,vang,128.0,viet nam,tp ho chi minh,2350000
apple,iphone 14 pro max,da su dung chua sua chua,1 thang,den,128.0,my,ha noi,17500000
apple,iphone 16 pro,moi,>12 thang,xam,128.0,viet nam,tien giang,27000000
xiaomi,dong khac,moi,con bao hanh,trang,256.0,trung quoc,tien giang,8400000
apple,iphone 15 pro max,da su dung chua sua chua,7-12 thang,bac,256.0,viet nam,tp ho chi minh,25990000
apple,iphone se,da su dung chua sua chua,het bao hanh,den,128.0,nhat ban,tp ho chi minh,2950000
apple,iphone se,da su dung chua sua chua,1 thang,do,64.0,my,thua thien hue,1600000
xiaomi,mi 10,da su dung chua sua chua,bao hanh hang,den bong,128.0,dang cap nhat,da nang,3999000
apple,iphone 12,da su dung chua sua chua,con bao hanh,xanh la,64.0,dang cap nhat,da nang,5500000
apple,iphone 11 pro max,da su dung chua sua chua,con bao hanh,trang,512.0,my,tp ho chi minh,9650000
apple,iphone 11 pro,da su dung chua sua chua,het bao hanh,xanh la,256.0,my,tp ho chi minh,4700000
apple,iphone 16 plus,moi,>12 thang,mau khac,128.0,my,tp ho chi minh,22300000
xiaomi,redmi k40,da su dung chua sua chua,het bao hanh,den bong,256.0,trung quoc,tp ho chi minh,3333333
apple,iphone 13 pro max,da su dung chua sua chua,bao hanh hang,xanh duong,512.0,my,dong nai,15690000
apple,iphone 11,da su dung chua sua chua,con bao hanh,xanh la,64.0,my,tp ho chi minh,5250000
oppo,a3s,moi,1 thang,do,64.0,viet nam,thanh hoa,990000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,trang,256.0,viet nam,tp ho chi minh,11500000
apple,iphone 12 pro max,da su dung chua sua chua,con bao hanh,do,128.0,dang cap nhat,tp ho chi minh,7499999
apple,iphone 12 pro max,da su dung chua sua chua,con bao hanh,do,128.0,dang cap nhat,tp ho chi minh,7499999
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,den,64.0,my,tp ho chi minh,6500000
apple,iphone 13 pro,da su dung chua sua chua,4-6 thang,vang,128.0,han quoc,hai phong,10690000
xiaomi,14,da su dung chua sua chua,con bao hanh,trang,512.0,trung quoc,can tho,13900000
xiaomi,redmi note 9,da su dung chua sua chua,het bao hanh,xanh duong,128.0,viet nam,ha noi,1500000
apple,iphone 15 pro max,da su dung chua sua chua,het bao hanh,bac,256.0,viet nam,ha noi,22900000
samsung,z fold 6,moi,bao hanh hang,den,512.0,my,tp ho chi minh,31000000
realme,dong khac,da su dung chua sua chua,het bao hanh,trang,128.0,dang cap nhat,ha noi,3400000
samsung,galaxy s22 ultra,da su dung chua sua chua,het bao hanh,xanh la,128.0,viet nam,tp ho chi minh,10000000
apple,iphone 12 pro max,moi,bao hanh hang,mau khac,128.0,my,tp ho chi minh,3000000
apple,iphone x,da su dung chua sua chua,het bao hanh,trang,64.0,trung quoc,can tho,2680000
apple,iphone 6,da su dung chua sua chua,bao hanh hang,xam,16.0,dang cap nhat,binh duong,550000
xiaomi,redmi k70,da su dung chua sua chua,bao hanh hang,mau khac,256.0,dang cap nhat,dong nai,7599000
oppo,reno11 pro,da su dung chua sua chua,1 thang,xam,512.0,viet nam,tp ho chi minh,7990000
oppo,reno11 pro,da su dung chua sua chua,1 thang,xam,512.0,viet nam,tp ho chi minh,7990000
motorola,dong khac,da su dung chua sua chua,het bao hanh,bac,64.0,my,tp ho chi minh,599999
apple,iphone x,da su dung chua sua chua,bao hanh hang,trang,64.0,dang cap nhat,dong nai,3000000
oppo,a95,da su dung chua sua chua,bao hanh hang,trang,128.0,dang cap nhat,dong nai,2200000
oneplus,dong khac,da su dung chua sua chua,con bao hanh,xanh la,512.0,dang cap nhat,da nang,7400000
samsung,galaxy s22 plus,da su dung chua sua chua,bao hanh hang,den,128.0,viet nam,binh dinh,7499000
apple,iphone xs max,da su dung chua sua chua,con bao hanh,den,256.0,my,ha noi,6000000
huawei,p30 lite,da su dung chua sua chua,het bao hanh,xanh duong,128.0,dang cap nhat,hai phong,1100000
oppo,f9,da su dung qua sua chua,bao hanh hang,xanh duong,64.0,dang cap nhat,ba ria - vung tau,950000
apple,iphone 15,da su dung chua sua chua,4-6 thang,xanh la,256.0,viet nam,tp ho chi minh,17900000
samsung,galaxy m30s,da su dung chua sua chua,het bao hanh,den,64.0,viet nam,tp ho chi minh,1500000
samsung,galaxy s22 plus,da su dung chua sua chua,3 thang,vang hong,256.0,my,soc trang,8490000
apple,iphone 6s plus,da su dung chua sua chua,het bao hanh,vang,128.0,nhat ban,ha noi,1200000
apple,iphone 14 pro max,da su dung chua sua chua,>12 thang,vang,128.0,viet nam,da nang,15900000
apple,iphone xs max,moi,bao hanh hang,den bong,64.0,my,tp ho chi minh,4550000
apple,iphone xs max,da su dung chua sua chua,3 thang,den bong,32.0,my,vinh long,2900000
oppo,a76,da su dung chua sua chua,con bao hanh,mau khac,128.0,dang cap nhat,an giang,2900000
apple,iphone 8 plus,da su dung chua sua chua,het bao hanh,den,64.0,dang cap nhat,tp ho chi minh,2600000
google,pixel 6,da su dung chua sua chua,bao hanh hang,mau khac,128.0,dang cap nhat,ha noi,3750000
samsung,galaxy a52s,da su dung chua sua chua,con bao hanh,mau khac,256.0,dang cap nhat,an giang,3700000
xiaomi,redmi note 12,da su dung chua sua chua,het bao hanh,xanh duong,128.0,viet nam,ha noi,2450000
apple,iphone 14 pro max,da su dung chua sua chua,het bao hanh,tim,256.0,my,da nang,20500000
apple,iphone 14 pro,moi,het bao hanh,vang,256.0,my,da nang,18000000
apple,iphone 7 plus,da su dung chua sua chua,bao hanh hang,vang hong,128.0,dang cap nhat,da nang,1900000
apple,iphone 14 pro max,da su dung chua sua chua,con bao hanh,trang,128.0,viet nam,tp ho chi minh,16700000
xiaomi,redmi note 11 pro,da su dung chua sua chua,het bao hanh,den bong,128.0,trung quoc,tp ho chi minh,2500000
vsmart,joy 4,da su dung chua sua chua,het bao hanh,trang,64.0,viet nam,ha noi,1100000
xiaomi,dong khac,da su dung chua sua chua,con bao hanh,xam,128.0,dang cap nhat,an giang,3800000
apple,iphone xs,da su dung chua sua chua,con bao hanh,trang,64.0,dang cap nhat,tp ho chi minh,2998000
apple,iphone 15 plus,da su dung chua sua chua,bao hanh hang,xanh duong,256.0,nuoc khac,tp ho chi minh,19900000
xiaomi,mi 8 lite,da su dung chua sua chua,con bao hanh,xanh duong,128.0,viet nam,tp ho chi minh,1600000
apple,iphone xs,da su dung chua sua chua,con bao hanh,mau khac,256.0,dang cap nhat,an giang,5799999
xiaomi,12x,da su dung chua sua chua,bao hanh hang,mau khac,256.0,dang cap nhat,tp ho chi minh,4300000
apple,iphone 12 pro max,moi,con bao hanh,xam,128.0,nuoc khac,da nang,12990000
apple,iphone 14 pro max,da su dung chua sua chua,bao hanh hang,tim,256.0,viet nam,tp ho chi minh,20500000
oppo,a1k,da su dung chua sua chua,het bao hanh,den,32.0,nuoc khac,tp ho chi minh,470000
apple,iphone 7 plus,da su dung chua sua chua,het bao hanh,vang hong,128.0,nhat ban,tp ho chi minh,1800000
apple,iphone 15 pro,da su dung chua sua chua,con bao hanh,trang,128.0,dang cap nhat,tp ho chi minh,18900000
vivo,iq00,da su dung chua sua chua,bao hanh hang,mau khac,256.0,dang cap nhat,tp ho chi minh,13300000
apple,iphone x,da su dung chua sua chua,het bao hanh,trang,256.0,nuoc khac,binh duong,2900000
xiaomi,dong khac,moi,>12 thang,den,256.0,nuoc khac,tp ho chi minh,5060000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,vang,256.0,my,tp ho chi minh,11900000
apple,iphone 13 pro max,da su dung chua sua chua,bao hanh hang,trang,512.0,dang cap nhat,tp ho chi minh,15900000
vivo,iqoo z9 turbo,da su dung chua sua chua,het bao hanh,trang,256.0,viet nam,ha noi,5700000
apple,iphone 12 pro max,da su dung chua sua chua,con bao hanh,vang,256.0,dang cap nhat,tp ho chi minh,9200000
apple,iphone 15 plus,moi,con bao hanh,den bong,128.0,my,da nang,17000000
apple,iphone 15 pro max,da su dung chua sua chua,4-6 thang,bac,256.0,viet nam,ha noi,22200000
apple,iphone 14 pro,da su dung chua sua chua,>12 thang,trang,256.0,han quoc,can tho,17690000
samsung,galaxy s21 ultra,moi,1 thang,den bong,256.0,han quoc,tp ho chi minh,7100000
oppo,reno6 z,da su dung chua sua chua,con bao hanh,xam,128.0,viet nam,tp ho chi minh,2200000
apple,iphone 12 pro,da su dung chua sua chua,bao hanh hang,xanh duong,256.0,han quoc,tp ho chi minh,8950000
oppo,reno6 z,da su dung chua sua chua,con bao hanh,xam,128.0,viet nam,tp ho chi minh,2200000
apple,iphone 12 pro,da su dung chua sua chua,bao hanh hang,xanh duong,256.0,han quoc,tp ho chi minh,8950000
apple,iphone 16,moi,>12 thang,xanh la,128.0,viet nam,can tho,22590000
apple,iphone 14 pro,da su dung chua sua chua,con bao hanh,den,128.0,dang cap nhat,tp ho chi minh,13800000
apple,iphone 15 plus,da su dung chua sua chua,>12 thang,hong,128.0,my,can tho,13999000
apple,iphone 13 pro max,da su dung chua sua chua,>12 thang,vang,128.0,my,can tho,11390000
apple,iphone 12,da su dung chua sua chua,4-6 thang,xanh duong,64.0,my,tp ho chi minh,7500000
samsung,galaxy s21 ultra,da su dung chua sua chua,het bao hanh,den bong,128.0,viet nam,ha noi,8300000
nubia,dong khac,da su dung chua sua chua,con bao hanh,trang,256.0,trung quoc,da nang,11999000
samsung,galaxy a11,da su dung chua sua chua,bao hanh hang,xanh duong,32.0,viet nam,tp ho chi minh,900000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,bac,256.0,viet nam,tp ho chi minh,22200000
apple,iphone 14,da su dung chua sua chua,het bao hanh,trang,128.0,viet nam,tp ho chi minh,11700000
vivo,dong khac,da su dung chua sua chua,con bao hanh,den,128.0,viet nam,tp ho chi minh,2350000
apple,iphone 12 pro,da su dung chua sua chua,het bao hanh,xanh duong,512.0,my,ha noi,7000000
apple,iphone 12 pro max,da su dung chua sua chua,7-12 thang,den,128.0,dang cap nhat,tp ho chi minh,7500000
apple,iphone se,da su dung chua sua chua,1 thang,den,64.0,duc,ha noi,2800000
samsung,galaxy s24 ultra,da su dung chua sua chua,con bao hanh,bac,256.0,viet nam,phu tho,17900000
apple,iphone 12 pro,da su dung chua sua chua,con bao hanh,xanh duong,256.0,dang cap nhat,tp ho chi minh,7500000
apple,iphone 11,da su dung chua sua chua,bao hanh hang,den bong,64.0,viet nam,tp ho chi minh,5500000
apple,iphone 6s,da su dung chua sua chua,1 thang,den,16.0,viet nam,dong nai,750000
apple,iphone 6 plus,da su dung chua sua chua,bao hanh hang,xam,16.0,dang cap nhat,vinh long,500000
apple,iphone 15 pro max,da su dung chua sua chua,4-6 thang,xanh duong,256.0,viet nam,tp ho chi minh,23500000
apple,iphone 11 pro,da su dung chua sua chua,con bao hanh,mau khac,64.0,nuoc khac,da nang,4200000
xiaomi,dong khac,da su dung chua sua chua,bao hanh hang,den bong,128.0,dang cap nhat,da nang,4050000
samsung,galaxy a02s,da su dung chua sua chua,bao hanh hang,den bong,32.0,viet nam,tp ho chi minh,900000
apple,iphone 8 plus,da su dung qua sua chua,bao hanh hang,den bong,64.0,dang cap nhat,tp ho chi minh,2300000
apple,iphone 14 pro,da su dung chua sua chua,1 thang,den,256.0,han quoc,ha noi,15555555
samsung,galaxy a73,da su dung chua sua chua,het bao hanh,xanh la,128.0,viet nam,tp ho chi minh,4250000
samsung,galaxy a52s,da su dung chua sua chua,het bao hanh,den,128.0,viet nam,binh phuoc,2800000
apple,iphone xs max,da su dung chua sua chua,het bao hanh,den,64.0,dang cap nhat,soc trang,4650000
vivo,dong khac,da su dung chua sua chua,het bao hanh,xanh duong,64.0,viet nam,tp ho chi minh,1200000
apple,iphone 7,da su dung chua sua chua,het bao hanh,den bong,32.0,dang cap nhat,ha noi,1200000
apple,iphone xs,da su dung chua sua chua,het bao hanh,vang,256.0,dang cap nhat,tp ho chi minh,4000000
oppo,a92,da su dung chua sua chua,het bao hanh,tim,128.0,viet nam,long an,1450000
lg,v60 thinq,da su dung chua sua chua,7-12 thang,xanh duong,128.0,nhat ban,da nang,2790000
huawei,dong khac,da su dung chua sua chua,con bao hanh,mau khac,512.0,dang cap nhat,tp ho chi minh,34850000
apple,iphone 15,da su dung chua sua chua,4-6 thang,hong,256.0,han quoc,hai phong,16590000
samsung,galaxy s7,da su dung chua sua chua,bao hanh hang,den bong,32.0,dang cap nhat,tp ho chi minh,700000
oneplus,ace,da su dung chua sua chua,3 thang,tim,256.0,nuoc khac,tp ho chi minh,6150000
samsung,galaxy s7,da su dung chua sua chua,bao hanh hang,den bong,32.0,dang cap nhat,tp ho chi minh,700000
oneplus,ace,da su dung chua sua chua,3 thang,tim,256.0,nuoc khac,tp ho chi minh,6150000
vivo,dong khac,da su dung chua sua chua,bao hanh hang,trang,256.0,dang cap nhat,can tho,14000000
apple,iphone xr,da su dung chua sua chua,het bao hanh,vang hong,64.0,viet nam,dong nai,2600000
apple,iphone 12 pro max,da su dung chua sua chua,con bao hanh,den,256.0,dang cap nhat,tp ho chi minh,8500000
apple,iphone 12 pro max,da su dung chua sua chua,con bao hanh,xanh duong,128.0,dang cap nhat,tp ho chi minh,7200000
xiaomi,mi mix 3,da su dung chua sua chua,bao hanh hang,den,128.0,viet nam,tp ho chi minh,2450000
xiaomi,redmi note 11,da su dung chua sua chua,1 thang,xanh duong,64.0,viet nam,can tho,1999999
samsung,galaxy s21 fe,da su dung chua sua chua,con bao hanh,xam,128.0,viet nam,tp ho chi minh,5000000
apple,iphone 15 pro max,da su dung chua sua chua,con bao hanh,xanh duong,256.0,viet nam,da nang,20990000
apple,iphone xs,da su dung chua sua chua,bao hanh hang,mau khac,64.0,dang cap nhat,tp ho chi minh,3900000
xiaomi,redmi note 13,da su dung chua sua chua,bao hanh hang,den,128.0,dang cap nhat,ha noi,3050000
apple,iphone xs max,da su dung chua sua chua,bao hanh hang,vang,64.0,dang cap nhat,ha noi,4999999
huawei,mate 20 pro,da su dung chua sua chua,het bao hanh,do,128.0,viet nam,tp ho chi minh,2990000
apple,iphone xs,moi,bao hanh hang,vang,64.0,my,tp ho chi minh,3550000
apple,iphone 13 pro max,da su dung chua sua chua,het bao hanh,trang,128.0,viet nam,can tho,12500000
samsung,galaxy z fold4,da su dung chua sua chua,con bao hanh,den,256.0,dang cap nhat,an giang,11700000
apple,iphone 14 pro,da su dung chua sua chua,4-6 thang,trang,128.0,my,tp ho chi minh,16500000
apple,iphone 14 pro max,da su dung chua sua chua,bao hanh hang,mau khac,256.0,viet nam,tp ho chi minh,12900000
xiaomi,dong khac,da su dung chua sua chua,bao hanh hang,vang,256.0,dang cap nhat,da nang,5250000
apple,iphone xr,moi,con bao hanh,mau khac,64.0,viet nam,da nang,3500000
oppo,reno 2/2f,da su dung chua sua chua,het bao hanh,xanh duong,256.0,nuoc khac,ba ria - vung tau,1650000
samsung,galaxy note 10 plus,da su dung chua sua chua,bao hanh hang,xanh duong,256.0,viet nam,ha noi,5255558
apple,iphone 15 pro max,da su dung chua sua chua,het bao hanh,xanh duong,256.0,viet nam,tp ho chi minh,24000000
apple,iphone 13 mini,da su dung chua sua chua,het bao hanh,vang hong,128.0,nuoc khac,ha noi,8200000
oppo,reno6 z,da su dung chua sua chua,het bao hanh,xanh la,128.0,viet nam,tp ho chi minh,2800000
apple,iphone 11 pro max,da su dung chua sua chua,het bao hanh,xanh duong,256.0,dang cap nhat,tp ho chi minh,6500000
apple,iphone 6s,da su dung chua sua chua,bao hanh hang,bac,16.0,dang cap nhat,tp ho chi minh,450000
samsung,galaxy s23 ultra,da su dung chua sua chua,bao hanh hang,den,1024.0,viet nam,tp ho chi minh,18950000
apple,iphone 12 pro max,da su dung chua sua chua,het bao hanh,xam,128.0,nuoc khac,binh duong,8200000
apple,iphone x,da su dung chua sua chua,het bao hanh,trang,64.0,my,dong nai,3450000
apple,iphone 13 pro max,da su dung chua sua chua,con bao hanh,xanh duong,128.0,dang cap nhat,tp ho chi minh,11500000
samsung,galaxy a53,da su dung chua sua chua,het bao hanh,vang,128.0,viet nam,tien giang,3700000
apple,iphone 7 plus,da su dung chua sua chua,het bao hanh,vang,32.0,viet nam,dong nai,1350000
apple,iphone 7 plus,da su dung chua sua chua,het bao hanh,vang,32.0,viet nam,dong nai,1350000
samsung,galaxy z fold2,da su dung chua sua chua,het bao hanh,den bong,256.0,han quoc,da nang,4490000
apple,iphone 13 pro max,moi,het bao hanh,vang,128.0,my,can tho,11000000
samsung,galaxy a33,da su dung chua sua chua,3 thang,den,128.0,dang cap nhat,can tho,3490000
apple,iphone xs,da su dung qua sua chua,het bao hanh,vang,64.0,viet nam,ha noi,2700000
apple,iphone xs,da su dung chua sua chua,con bao hanh,mau khac,64.0,nuoc khac,da nang,2900000
apple,iphone 15 pro max,moi,con bao hanh,xanh duong,256.0,my,tp ho chi minh,26500000
apple,iphone 11,da su dung chua sua chua,2 thang,xanh duong,64.0,viet nam,dong nai,3200000
apple,iphone 12 pro,da su dung chua sua chua,>12 thang,vang,128.0,my,tp ho chi minh,9600000
samsung,galaxy s21 ultra,da su dung chua sua chua,3 thang,den,128.0,my,tp ho chi minh,7800000
apple,iphone 11,da su dung chua sua chua,con bao hanh,do,64.0,dang cap nhat,da nang,4000000
apple,iphone 6s plus,da su dung chua sua chua,het bao hanh,vang,128.0,nuoc khac,ba ria - vung tau,1290000
realme,dong khac,moi,1 thang,bac,256.0,nuoc khac,tp ho chi minh,4650000
lg,v60 thinq,da su dung chua sua chua,con bao hanh,den,128.0,dang cap nhat,ha noi,3500000
apple,iphone 12,da su dung chua sua chua,con bao hanh,trang,64.0,my,tp ho chi minh,3900000
apple,iphone 12 pro,da su dung qua sua chua,con bao hanh,xanh duong,128.0,dang cap nhat,tp ho chi minh,6500000
samsung,galaxy s20 fe,da su dung chua sua chua,1 thang,xanh duong,128.0,my,ba ria - vung tau,4100000
apple,iphone xs,da su dung chua sua chua,het bao hanh,vang,64.0,viet nam,binh duong,1000000
apple,iphone 12 pro,da su dung chua sua chua,1 thang,trang,128.0,nhat ban,tp ho chi minh,8700000
samsung,z fold 6,da su dung chua sua chua,con bao hanh,bac,256.0,viet nam,tp ho chi minh,31950000
xiaomi,redmi note 12 turbo,da su dung chua sua chua,con bao hanh,den,128.0,trung quoc,da nang,3990000
